osm_id,road_name,road_type,ref,maxspeed,road_health_score,road_condition,potholes_count,accident_count,accident_severity,complaints_count,complaint_type,traffic_density,vehicle_count,allocated_budget_usd,spent_budget_usd,maintenance_type,contractor_name,contractor_rating,weather_condition
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,76,Good,20,5,Low,15,Broken Divider,Low,6803,57487,12410,Pothole Repair,SafeHighway,3.3,Rainy
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,69,Average,5,6,Medium,8,Cracks,High,5856,253028,130929,Divider Repair,UrbanTrack,3.2,Cloudy
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,70,Average,3,15,Medium,23,Cracks,High,2795,346063,154347,Resurfacing,SafeHighway,3.6,Cloudy
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,31,Poor,2,0,High,0,Waterlogging,Low,3021,407688,107868,Pothole Repair,UrbanTrack,4.4,Sunny
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,69,Average,10,3,Medium,24,Pothole,Low,8051,279596,51993,Resurfacing,SafeHighway,2.9,Cloudy
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,69,Average,19,3,Low,7,Waterlogging,Low,9047,480845,364531,Divider Repair,Bhutan Infra,3,Cloudy
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,32,Poor,9,14,Medium,14,Broken Divider,Medium,5922,318557,295161,Divider Repair,SafeHighway,3.4,Rainy
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,84,Good,15,4,Medium,7,Pothole,High,5308,89498,204820,Resurfacing,RoadCare,3.3,Cloudy
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,41,Average,15,7,Low,5,Pothole,Low,3874,474073,298734,Pothole Repair,Bhutan Infra,2.8,Foggy
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,39,Poor,19,15,Low,6,Cracks,Low,2206,422950,166204,Resurfacing,UrbanTrack,3.7,Sunny
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,67,Average,2,0,Medium,19,Cracks,Low,357,264293,382063,Divider Repair,SafeHighway,3.9,Sunny
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,27,Poor,14,14,Medium,21,Cracks,Low,875,373084,326865,Resurfacing,RoadCare,4.9,Rainy
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,53,Average,7,4,High,20,Pothole,Medium,9199,86154,282215,Resurfacing,Bhutan Infra,5,Cloudy
909000000,Gelephu - Trongsa Highway,primary,PNH 4,0,25,Poor,19,7,Medium,10,Broken Divider,High,9574,332103,285278,Divider Repair,SafeHighway,4.9,Cloudy
910000000,Gelephu - Trongsa Highway,primary,PNH 4,0,30,Poor,11,0,Low,11,Broken Divider,High,6619,257541,287935,Resurfacing,Bhutan Infra,2.5,Rainy
910000000,Gelephu - Trongsa Highway,primary,PNH 4,0,20,Poor,13,14,Medium,24,Broken Divider,High,6244,272242,194928,Pothole Repair,UrbanTrack,3.8,Cloudy
910000000,Tingtibi - Panbang Highway,primary,PNH10,0,67,Average,15,9,High,8,Pothole,Low,9048,471149,342717,Divider Repair,SafeHighway,3.2,Cloudy
910000000,Tingtibi - Panbang Highway,primary,PNH10,0,65,Average,19,12,Low,24,Pothole,High,9626,306096,121183,Resurfacing,Bhutan Infra,3.4,Rainy
910000000,Sipsu - Samtse Highway,secondary,SNH7,0,41,Average,13,7,Medium,3,Broken Divider,High,979,197167,274503,Pothole Repair,Bhutan Infra,4.5,Rainy
910000000,Sipsu - Samtse Highway,secondary,SNH7,0,89,Good,16,4,Low,11,Cracks,High,7580,213443,325384,Pothole Repair,SafeHighway,2.7,Foggy
910000000,Gelephu - Trongsa Highway,primary,PNH 4,0,82,Good,9,3,High,19,Broken Divider,Low,1576,160967,60344,Resurfacing,SafeHighway,3.5,Foggy
910000000,GC road,tertiary,1,0,45,Average,20,8,High,13,Cracks,Low,9638,165631,92075,Divider Repair,SafeHighway,3.1,Sunny
910000000,Korphu Chiwog Road,tertiary,1,0,61,Average,1,8,Low,20,Broken Divider,Low,6122,87752,137745,Resurfacing,Bhutan Infra,3.2,Foggy
911000000,Gelephu - Trongsa Highway,primary,PNH 4,0,92,Good,19,0,High,19,Broken Divider,Low,6864,420554,222495,Pothole Repair,SafeHighway,2.9,Foggy
911000000,Trongsa-Bumthang Highway,primary,PNH 1,0,86,Good,14,13,Low,18,Cracks,Medium,8633,94084,262774,Pothole Repair,RoadCare,2.9,Foggy
911000000,Trongsa-Bumthang Highway,primary,PNH 1,0,63,Average,20,2,Medium,12,Broken Divider,Medium,2921,423192,56006,Divider Repair,Bhutan Infra,4.2,Foggy
911000000,Trongsa-Bumthang Highway,primary,PNH 1,0,29,Poor,14,5,Medium,1,Cracks,Medium,1347,65241,304293,Pothole Repair,UrbanTrack,2.7,Cloudy
911000000,Trongsa-Bumthang Highway,primary,PNH 1,0,43,Average,20,0,High,15,Waterlogging,High,5405,325790,44219,Pothole Repair,UrbanTrack,4.4,Sunny
911000000,Gelephu - Trongsa Highway,primary,PNH 4,0,70,Average,2,8,Medium,17,Cracks,Medium,1922,450160,162720,Pothole Repair,UrbanTrack,3.1,Foggy
911000000,Gelephu - Trongsa Highway,primary,PNH 4,0,21,Poor,17,14,Low,24,Broken Divider,Low,8439,406230,254582,Resurfacing,Bhutan Infra,2.5,Rainy
911000000,Gelephu - Trongsa Highway,primary,PNH 4,0,27,Poor,2,6,High,6,Broken Divider,Medium,6500,235917,396401,Resurfacing,RoadCare,3.6,Foggy
911000000,Threasa Zam (Lower),primary,PNH 4,0,61,Average,17,8,Low,19,Waterlogging,Medium,8911,422858,20397,Resurfacing,Bhutan Infra,3.7,Sunny
